,sura_num,sura_name,sura_hisab,sura_ayat
2,24,الزانى لا ينكح إلا زانية أو مشركة والزانية لا ينكحها إلا زان أو مشرك وحرم ذلك على المؤمنين,413686,3123
3,24,والذين يرمون المحصنت ثم لم يأتوا بأربعة شهداء فاجلدوهم ثمنين جلدة ولا تقبلوا لهم شهدة أبدا وأولئك هم الفسقون,413686,5611
4,24,إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم,413686,4032
5,24,والذين يرمون أزوجهم ولم يكن لهم شهداء إلا أنفسهم فشهدة أحدهم أربع شهدت بالله إنه لمن الصدقين,413686,3938
6,24,والخمسة أن لعنت الله عليه إن كان من الكذبين,413686,2549
7,24,ويدرؤا عنها العذاب أن تشهد أربع شهدت بالله إنه لمن الكذبين,413686,3951
8,24,والخمسة أن غضب الله عليها إن كان من الصدقين,413686,3274
9,24,ولولا فضل الله عليكم ورحمته وأن الله تواب حكيم,413686,2488
10,24,إن الذين جاءو بالإفك عصبة منكم لا تحسبوه شرا لكم بل هو خير لكم لكل امرئ منهم ما اكتسب من الإثم والذى تولى كبره منهم له عذاب عظيم,413686,8376
11,24,لولا إذ سمعتموه ظن المؤمنون والمؤمنت بأنفسهم خيرا وقالوا هذا إفك مبين,413686,5227
12,24,لولا جاءو عليه بأربعة شهداء فإذ لم يأتوا بالشهداء فأولئك عند الله هم الكذبون,413686,3579
13,24,ولولا فضل الله عليكم ورحمته فى الدنيا والءاخرة لمسكم فى ما أفضتم فيه عذاب عظيم,413686,6438
14,24,إذ تلقونه بألسنتكم وتقولون بأفواهكم ما ليس لكم به علم وتحسبونه هينا وهو عند الله عظيم,413686,4856
15,24,ولولا إذ سمعتموه قلتم ما يكون لنا أن نتكلم بهذا سبحنك هذا بهتن عظيم,413686,5795
16,24,يعظكم الله أن تعودوا لمثله أبدا إن كنتم مؤمنين,413686,3009
17,24,ويبين الله لكم الءايت والله عليم حكيم,413686,977
18,24,إن الذين يحبون أن تشيع الفحشة فى الذين ءامنوا لهم عذاب أليم فى الدنيا والءاخرة والله يعلم وأنتم لا تعلمون,413686,6458
19,24,ولولا فضل الله عليكم ورحمته وأن الله رءوف رحيم,413686,2546
20,24,يأيها الذين ءامنوا لا تتبعوا خطوت الشيطن ومن يتبع خطوت الشيطن فإنه يأمر بالفحشاء والمنكر ولولا فضل الله عليكم ورحمته ما زكى منكم من أحد أبدا ولكن الله يزكى من يشاء والله سميع عليم,413686,9632
21,24,ولا يأتل أولوا الفضل منكم والسعة أن يؤتوا أولى القربى والمسكين والمهجرين فى سبيل الله وليعفوا وليصفحوا ألا تحبون أن يغفر الله لكم والله غفور رحيم,413686,7509
22,24,إن الذين يرمون المحصنت الغفلت المؤمنت لعنوا فى الدنيا والءاخرة ولهم عذاب عظيم,413686,6931
23,24,يوم تشهد عليهم ألسنتهم وأيديهم وأرجلهم بما كانوا يعملون,413686,2194
24,24,يومئذ يوفيهم الله دينهم الحق ويعلمون أن الله هو الحق المبين,413686,1834
25,24,الخبيثت للخبيثين والخبيثون للخبيثت والطيبت للطيبين والطيبون للطيبت أولئك مبرءون مما يقولون لهم مغفرة ورزق كريم,413686,9369
26,24,يأيها الذين ءامنوا لا تدخلوا بيوتا غير بيوتكم حتى تستأنسوا وتسلموا على أهلها ذلكم خير لكم لعلكم تذكرون,413686,9443
27,24,فإن لم تجدوا فيها أحدا فلا تدخلوها حتى يؤذن لكم وإن قيل لكم ارجعوا فارجعوا هو أزكى لكم والله بما تعملون عليم,413686,5080
28,24,ليس عليكم جناح أن تدخلوا بيوتا غير مسكونة فيها متع لكم والله يعلم ما تبدون وما تكتمون,413686,5618
29,24,قل للمؤمنين يغضوا من أبصرهم ويحفظوا فروجهم ذلك أزكى لهم إن الله خبير بما يصنعون,413686,6082
30,24,وقل للمؤمنت يغضضن من أبصرهن ويحفظن فروجهن ولا يبدين زينتهن إلا ما ظهر منها وليضربن بخمرهن على جيوبهن ولا يبدين زينتهن إلا لبعولتهن أو ءابائهن أو ءاباء بعولتهن أو أبنائهن أو أبناء بعولتهن أو إخونهن أو بنى إخونهن أو بنى أخوتهن أو نسائهن أو ما ملكت أيمنهن أو التبعين غير أولى الإربة من الرجال أو الطفل الذين لم يظهروا على عورت النساء ولا يضربن بأرجلهن ليعلم ما يخفين من زينتهن وتوبوا إلى الله جميعا أيه المؤمنون لعلكم تفلحون,413686,25571
31,24,وأنكحوا الأيمى منكم والصلحين من عبادكم وإمائكم إن يكونوا فقراء يغنهم الله من فضله والله وسع عليم,413686,3955
32,24,وليستعفف الذين لا يجدون نكاحا حتى يغنيهم الله من فضله والذين يبتغون الكتب مما ملكت أيمنكم فكاتبوهم إن علمتم فيهم خيرا وءاتوهم من مال الله الذى ءاتىكم ولا تكرهوا فتيتكم على البغاء إن أردن تحصنا لتبتغوا عرض الحيوة الدنيا ومن يكرههن فإن الله من بعد إكرههن غفور رحيم,413686,21053
33,24,ولقد أنزلنا إليكم ءايت مبينت ومثلا من الذين خلوا من قبلكم وموعظة للمتقين,413686,5358
34,24,الله نور السموت والأرض مثل نوره كمشكوة فيها مصباح المصباح فى زجاجة الزجاجة كأنها كوكب درى يوقد من شجرة مبركة زيتونة لا شرقية ولا غربية يكاد زيتها يضىء ولو لم تمسسه نار نور على نور يهدى الله لنوره من يشاء ويضرب الله الأمثل للناس والله بكل شىء عليم,413686,13448
35,24,فى بيوت أذن الله أن ترفع ويذكر فيها اسمه يسبح له فيها بالغدو والءاصال,413686,4678
36,24,رجال لا تلهيهم تجرة ولا بيع عن ذكر الله وإقام الصلوة وإيتاء الزكوة يخافون يوما تتقلب فيه القلوب والأبصر,413686,5716
37,24,ليجزيهم الله أحسن ما عملوا ويزيدهم من فضله والله يرزق من يشاء بغير حساب,413686,3639
38,24,والذين كفروا أعملهم كسراب بقيعة يحسبه الظمٔان ماء حتى إذا جاءه لم يجده شئا ووجد الله عنده فوفىه حسابه والله سريع الحساب,413686,5427
39,24,أو كظلمت فى بحر لجى يغشىه موج من فوقه موج من فوقه سحاب ظلمت بعضها فوق بعض إذا أخرج يده لم يكد يرىها ومن لم يجعل الله له نورا فما له من نور,413686,10096
40,24,ألم تر أن الله يسبح له من فى السموت والأرض والطير صفت كل قد علم صلاته وتسبيحه والله عليم بما يفعلون,413686,5306
41,24,ولله ملك السموت والأرض وإلى الله المصير,413686,2220
42,24,ألم تر أن الله يزجى سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالأبصر,413686,8791
43,24,يقلب الله اليل والنهار إن فى ذلك لعبرة لأولى الأبصر,413686,2171
44,24,والله خلق كل دابة من ماء فمنهم من يمشى على بطنه ومنهم من يمشى على رجلين ومنهم من يمشى على أربع يخلق الله ما يشاء إن الله على كل شىء قدير,413686,5866
45,24,لقد أنزلنا ءايت مبينت والله يهدى من يشاء إلى صرط مستقيم,413686,2680
46,24,ويقولون ءامنا بالله وبالرسول وأطعنا ثم يتولى فريق منهم من بعد ذلك وما أولئك بالمؤمنين,413686,3607
47,24,وإذا دعوا إلى الله ورسوله ليحكم بينهم إذا فريق منهم معرضون,413686,3811
48,24,وإن يكن لهم الحق يأتوا إليه مذعنين,413686,1735
49,24,أفى قلوبهم مرض أم ارتابوا أم يخافون أن يحيف الله عليهم ورسوله بل أولئك هم الظلمون,413686,4633
50,24,إنما كان قول المؤمنين إذا دعوا إلى الله ورسوله ليحكم بينهم أن يقولوا سمعنا وأطعنا وأولئك هم المفلحون,413686,2849
51,24,ومن يطع الله ورسوله ويخش الله ويتقه فأولئك هم الفائزون,413686,2420
52,24,وأقسموا بالله جهد أيمنهم لئن أمرتهم ليخرجن قل لا تقسموا طاعة معروفة إن الله خبير بما تعملون,413686,4922
53,24,قل أطيعوا الله وأطيعوا الرسول فإن تولوا فإنما عليه ما حمل وعليكم ما حملتم وإن تطيعوه تهتدوا وما على الرسول إلا البلغ المبين,413686,5523
54,24,وعد الله الذين ءامنوا منكم وعملوا الصلحت ليستخلفنهم فى الأرض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذى ارتضى لهم وليبدلنهم من بعد خوفهم أمنا يعبدوننى لا يشركون بى شئا ومن كفر بعد ذلك فأولئك هم الفسقون,413686,13272
55,24,وأقيموا الصلوة وءاتوا الزكوة وأطيعوا الرسول لعلكم ترحمون,413686,2134
56,24,لا تحسبن الذين كفروا معجزين فى الأرض ومأوىهم النار ولبئس المصير,413686,3811
57,24,يأيها الذين ءامنوا ليستٔذنكم الذين ملكت أيمنكم والذين لم يبلغوا الحلم منكم ثلث مرت من قبل صلوة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلوة العشاء ثلث عورت لكم ليس عليكم ولا عليهم جناح بعدهن طوفون عليكم بعضكم على بعض كذلك يبين الله لكم الءايت والله عليم حكيم,413686,18528
58,24,وإذا بلغ الأطفل منكم الحلم فليستٔذنوا كما استٔذن الذين من قبلهم كذلك يبين الله لكم ءايته والله عليم حكيم,413686,7532
59,24,والقوعد من النساء التى لا يرجون نكاحا فليس عليهن جناح أن يضعن ثيابهن غير متبرجت بزينة وأن يستعففن خير لهن والله سميع عليم,413686,7660
60,24,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت ءابائكم أو بيوت أمهتكم أو بيوت إخونكم أو بيوت أخوتكم أو بيوت أعممكم أو بيوت عمتكم أو بيوت أخولكم أو بيوت خلتكم أو ما ملكتم مفاتحه أو صديقكم ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مبركة طيبة كذلك يبين الله لكم الءايت لعلكم تعقلون,413686,22068
61,24,إنما المؤمنون الذين ءامنوا بالله ورسوله وإذا كانوا معه على أمر جامع لم يذهبوا حتى يستٔذنوه إن الذين يستٔذنونك أولئك الذين يؤمنون بالله ورسوله فإذا استٔذنوك لبعض شأنهم فأذن لمن شئت منهم واستغفر لهم الله إن الله غفور رحيم,413686,17556
62,24,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا قد يعلم الله الذين يتسللون منكم لواذا فليحذر الذين يخالفون عن أمره أن تصيبهم فتنة أو يصيبهم عذاب أليم,413686,10665
63,24,ألا إن لله ما فى السموت والأرض قد يعلم ما أنتم عليه ويوم يرجعون إليه فينبئهم بما عملوا والله بكل شىء عليم,413686,4165
0,25,تبارك الذى نزل الفرقان على عبده ليكون للعلمين نذيرا,292131,3441
1,25,الذى له ملك السموت والأرض ولم يتخذ ولدا ولم يكن له شريك فى الملك وخلق كل شىء فقدره تقديرا,292131,7401
2,25,واتخذوا من دونه ءالهة لا يخلقون شئا وهم يخلقون ولا يملكون لأنفسهم ضرا ولا نفعا ولا يملكون موتا ولا حيوة ولا نشورا,292131,6894
3,25,وقال الذين كفروا إن هذا إلا إفك افترىه وأعانه عليه قوم ءاخرون فقد جاءو ظلما وزورا,292131,5459
4,25,وقالوا أسطير الأولين اكتتبها فهى تملى عليه بكرة وأصيلا,292131,2436
5,25,قل أنزله الذى يعلم السر فى السموت والأرض إنه كان غفورا رحيما,292131,4743
6,25,وقالوا مال هذا الرسول يأكل الطعام ويمشى فى الأسواق لولا أنزل إليه ملك فيكون معه نذيرا,292131,3648
7,25,أو يلقى إليه كنز أو تكون له جنة يأكل منها وقال الظلمون إن تتبعون إلا رجلا مسحورا,292131,3767
8,25,انظر كيف ضربوا لك الأمثل فضلوا فلا يستطيعون سبيلا,292131,4668
9,25,تبارك الذى إن شاء جعل لك خيرا من ذلك جنت تجرى من تحتها الأنهر ويجعل لك قصورا,292131,6344
10,25,بل كذبوا بالساعة وأعتدنا لمن كذب بالساعة سعيرا,292131,2814
11,25,إذا رأتهم من مكان بعيد سمعوا لها تغيظا وزفيرا,292131,4463
12,25,وإذا ألقوا منها مكانا ضيقا مقرنين دعوا هنالك ثبورا,292131,3311
13,25,لا تدعوا اليوم ثبورا وحدا وادعوا ثبورا كثيرا,292131,2855
14,25,قل أذلك خير أم جنة الخلد التى وعد المتقون كانت لهم جزاء ومصيرا,292131,4508
15,25,لهم فيها ما يشاءون خلدين كان على ربك وعدا مسٔولا,292131,1895
16,25,ويوم يحشرهم وما يعبدون من دون الله فيقول ءأنتم أضللتم عبادى هؤلاء أم هم ضلوا السبيل,292131,4230
17,25,قالوا سبحنك ما كان ينبغى لنا أن نتخذ من دونك من أولياء ولكن متعتهم وءاباءهم حتى نسوا الذكر وكانوا قوما بورا,292131,6697
18,25,فقد كذبوكم بما تقولون فما تستطيعون صرفا ولا نصرا ومن يظلم منكم نذقه عذابا كبيرا,292131,6570
19,25,وما أرسلنا قبلك من المرسلين إلا إنهم ليأكلون الطعام ويمشون فى الأسواق وجعلنا بعضكم لبعض فتنة أتصبرون وكان ربك بصيرا,292131,6059
20,25,وقال الذين لا يرجون لقاءنا لولا أنزل علينا الملئكة أو نرى ربنا لقد استكبروا فى أنفسهم وعتو عتوا كبيرا,292131,4716
21,25,يوم يرون الملئكة لا بشرى يومئذ للمجرمين ويقولون حجرا محجورا,292131,2830
22,25,وقدمنا إلى ما عملوا من عمل فجعلنه هباء منثورا,292131,1704
23,25,أصحب الجنة يومئذ خير مستقرا وأحسن مقيلا,292131,2864
24,25,ويوم تشقق السماء بالغمم ونزل الملئكة تنزيلا,292131,2926
25,25,الملك يومئذ الحق للرحمن وكان يوما على الكفرين عسيرا,292131,2351
26,25,ويوم يعض الظالم على يديه يقول يليتنى اتخذت مع الرسول سبيلا,292131,5380
27,25,يويلتى ليتنى لم أتخذ فلانا خليلا,292131,3570
28,25,لقد أضلنى عن الذكر بعد إذ جاءنى وكان الشيطن للإنسن خذولا,292131,4973
29,25,وقال الرسول يرب إن قومى اتخذوا هذا القرءان مهجورا,292131,3935
30,25,وكذلك جعلنا لكل نبى عدوا من المجرمين وكفى بربك هاديا ونصيرا,292131,2335
31,25,وقال الذين كفروا لولا نزل عليه القرءان جملة وحدة كذلك لنثبت به فؤادك ورتلنه ترتيلا,292131,5585
32,25,ولا يأتونك بمثل إلا جئنك بالحق وأحسن تفسيرا,292131,2219
33,25,الذين يحشرون على وجوههم إلى جهنم أولئك شر مكانا وأضل سبيلا,292131,3289
34,25,ولقد ءاتينا موسى الكتب وجعلنا معه أخاه هرون وزيرا,292131,2539
35,25,فقلنا اذهبا إلى القوم الذين كذبوا بٔايتنا فدمرنهم تدميرا,292131,4246
36,25,وقوم نوح لما كذبوا الرسل أغرقنهم وجعلنهم للناس ءاية وأعتدنا للظلمين عذابا أليما,292131,5603
37,25,وعادا وثمودا وأصحب الرس وقرونا بين ذلك كثيرا,292131,2943
38,25,وكلا ضربنا له الأمثل وكلا تبرنا تتبيرا,292131,3470
39,25,ولقد أتوا على القرية التى أمطرت مطر السوء أفلم يكونوا يرونها بل كانوا لا يرجون نشورا,292131,3925
40,25,وإذا رأوك إن يتخذونك إلا هزوا أهذا الذى بعث الله رسولا,292131,5206
41,25,إن كاد ليضلنا عن ءالهتنا لولا أن صبرنا عليها وسوف يعلمون حين يرون العذاب من أضل سبيلا,292131,4702
42,25,أرءيت من اتخذ إلهه هوىه أفأنت تكون عليه وكيلا,292131,3660
43,25,أم تحسب أن أكثرهم يسمعون أو يعقلون إن هم إلا كالأنعم بل هم أضل سبيلا,292131,3188
44,25,ألم تر إلى ربك كيف مد الظل ولو شاء لجعله ساكنا ثم جعلنا الشمس عليه دليلا,292131,3978
45,25,ثم قبضنه إلينا قبضا يسيرا,292131,2773
46,25,وهو الذى جعل لكم اليل لباسا والنوم سباتا وجعل النهار نشورا,292131,2666
47,25,وهو الذى أرسل الريح بشرا بين يدى رحمته وأنزلنا من السماء ماء طهورا,292131,3171
48,25,لنحى به بلدة ميتا ونسقيه مما خلقنا أنعما وأناسى كثيرا,292131,2711
49,25,ولقد صرفنه بينهم ليذكروا فأبى أكثر الناس إلا كفورا,292131,2934
50,25,ولو شئنا لبعثنا فى كل قرية نذيرا,292131,2463
51,25,فلا تطع الكفرين وجهدهم به جهادا كبيرا,292131,1298
52,25,وهو الذى مرج البحرين هذا عذب فرات وهذا ملح أجاج وجعل بينهما برزخا وحجرا محجورا,292131,5762
53,25,وهو الذى خلق من الماء بشرا فجعله نسبا وصهرا وكان ربك قديرا,292131,3371
54,25,ويعبدون من دون الله ما لا ينفعهم ولا يضرهم وكان الكافر على ربه ظهيرا,292131,3625
55,25,وما أرسلنك إلا مبشرا ونذيرا,292131,1950
56,25,قل ما أسٔلكم عليه من أجر إلا من شاء أن يتخذ إلى ربه سبيلا,292131,3267
57,25,وتوكل على الحى الذى لا يموت وسبح بحمده وكفى به بذنوب عباده خبيرا,292131,3762
58,25,الذى خلق السموت والأرض وما بينهما فى ستة أيام ثم استوى على العرش الرحمن فسٔل به خبيرا,292131,6855
59,25,وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا,292131,3151
60,25,تبارك الذى جعل فى السماء بروجا وجعل فيها سرجا وقمرا منيرا,292131,3019
61,25,وهو الذى جعل اليل والنهار خلفة لمن أراد أن يذكر أو أراد شكورا,292131,3987
62,25,وعباد الرحمن الذين يمشون على الأرض هونا وإذا خاطبهم الجهلون قالوا سلما,292131,4572
63,25,والذين يبيتون لربهم سجدا وقيما,292131,1777
64,25,والذين يقولون ربنا اصرف عنا عذاب جهنم إن عذابها كان غراما,292131,4758
65,25,إنها ساءت مستقرا ومقاما,292131,1508
66,25,والذين إذا أنفقوا لم يسرفوا ولم يقتروا وكان بين ذلك قواما,292131,3994
67,25,والذين لا يدعون مع الله إلها ءاخر ولا يقتلون النفس التى حرم الله إلا بالحق ولا يزنون ومن يفعل ذلك يلق أثاما,292131,5644
68,25,يضعف له العذاب يوم القيمة ويخلد فيه مهانا,292131,2883
69,25,إلا من تاب وءامن وعمل عملا صلحا فأولئك يبدل الله سئاتهم حسنت وكان الله غفورا رحيما,292131,4012
70,25,ومن تاب وعمل صلحا فإنه يتوب إلى الله متابا,292131,1879
71,25,والذين لا يشهدون الزور وإذا مروا باللغو مروا كراما,292131,3980
72,25,والذين إذا ذكروا بٔايت ربهم لم يخروا عليها صما وعميانا,292131,4398
73,25,والذين يقولون ربنا هب لنا من أزوجنا وذريتنا قرة أعين واجعلنا للمتقين إماما,292131,4205
74,25,أولئك يجزون الغرفة بما صبروا ويلقون فيها تحية وسلما,292131,2650
75,25,خلدين فيها حسنت مستقرا ومقاما,292131,2297
76,25,قل ما يعبؤا بكم ربى لولا دعاؤكم فقد كذبتم فسوف يكون لزاما,292131,2469
0,26,طسم,391800,109
1,26,تلك ءايت الكتب المبين,391800,1448
2,26,لعلك بخع نفسك ألا يكونوا مؤمنين,391800,1348
3,26,إن نشأ ننزل عليهم من السماء ءاية فظلت أعنقهم لها خضعين,391800,4176
4,26,وما يأتيهم من ذكر من الرحمن محدث إلا كانوا عنه معرضين,391800,3899
5,26,فقد كذبوا فسيأتيهم أنبؤا ما كانوا به يستهزءون,391800,2239
6,26,أولم يروا إلى الأرض كم أنبتنا فيها من كل زوج كريم,391800,2453
7,26,إن فى ذلك لءاية وما كان أكثرهم مؤمنين,391800,2013
8,26,وإن ربك لهو العزيز الرحيم,391800,734
9,26,وإذ نادى ربك موسى أن ائت القوم الظلمين,391800,2801
10,26,قوم فرعون ألا يتقون,391800,1150
11,26,قال رب إنى أخاف أن يكذبون,391800,1915
12,26,ويضيق صدرى ولا ينطلق لسانى فأرسل إلى هرون,391800,2290
13,26,ولهم على ذنب فأخاف أن يقتلون,391800,2352
14,26,قال كلا فاذهبا بٔايتنا إنا معكم مستمعون,391800,2323
15,26,فأتيا فرعون فقولا إنا رسول رب العلمين,391800,1896
16,26,أن أرسل معنا بنى إسرءيل,391800,867
17,26,قال ألم نربك فينا وليدا ولبثت فينا من عمرك سنين,391800,2335
18,26,وفعلت فعلتك التى فعلت وأنت من الكفرين,391800,3145
19,26,قال فعلتها إذا وأنا من الضالين,391800,2489
20,26,ففررت منكم لما خفتكم فوهب لى ربى حكما وجعلنى من المرسلين,391800,3415
21,26,وتلك نعمة تمنها على أن عبدت بنى إسرءيل,391800,2118
22,26,قال فرعون وما رب العلمين,391800,1017
23,26,قال رب السموت والأرض وما بينهما إن كنتم موقنين,391800,2880
24,26,قال لمن حوله ألا تستمعون,391800,1358
25,26,قال ربكم ورب ءابائكم الأولين,391800,795
26,26,قال إن رسولكم الذى أرسل إليكم لمجنون,391800,1850
27,26,قال رب المشرق والمغرب وما بينهما إن كنتم تعقلون,391800,3655
28,26,قال لئن اتخذت إلها غيرى لأجعلنك من المسجونين,391800,4114
29,26,قال أولو جئتك بشىء مبين,391800,1013
30,26,قال فأت به إن كنت من الصدقين,391800,1515
31,26,فألقى عصاه فإذا هى ثعبان مبين,391800,1909
32,26,ونزع يده فإذا هى بيضاء للنظرين,391800,3033
33,26,قال للملإ حوله إن هذا لسحر عليم,391800,1516
34,26,يريد أن يخرجكم من أرضكم بسحره فماذا تأمرون,391800,4093
35,26,قالوا أرجه وأخاه وابعث فى المدائن حشرين,391800,2324
36,26,يأتوك بكل سحار عليم,391800,908
37,26,فجمع السحرة لميقت يوم معلوم,391800,1319
38,26,وقيل للناس هل أنتم مجتمعون,391800,1452
39,26,لعلنا نتبع السحرة إن كانوا هم الغلبين,391800,2304
40,26,فلما جاء السحرة قالوا لفرعون أئن لنا لأجرا إن كنا نحن الغلبين,391800,2755
41,26,قال نعم وإنكم إذا لمن المقربين,391800,1663
42,26,قال لهم موسى ألقوا ما أنتم ملقون,391800,1218
43,26,فألقوا حبالهم وعصيهم وقالوا بعزة فرعون إنا لنحن الغلبون,391800,2468
44,26,فألقى موسى عصاه فإذا هى تلقف ما يأفكون,391800,2118
45,26,فألقى السحرة سجدين,391800,652
46,26,قالوا ءامنا برب العلمين,391800,666
47,26,رب موسى وهرون,391800,585
48,26,قال ءامنتم له قبل أن ءاذن لكم إنه لكبيركم الذى علمكم السحر فلسوف تعلمون لأقطعن أيديكم وأرجلكم من خلف ولأصلبنكم أجمعين,391800,6081
49,26,قالوا لا ضير إنا إلى ربنا منقلبون,391800,1803
50,26,إنا نطمع أن يغفر لنا ربنا خطينا أن كنا أول المؤمنين,391800,2947
51,26,وأوحينا إلى موسى أن أسر بعبادى إنكم متبعون,391800,1319
52,26,فأرسل فرعون فى المدائن حشرين,391800,1562
53,26,إن هؤلاء لشرذمة قليلون,391800,1590
54,26,وإنهم لنا لغائظون,391800,2171
55,26,وإنا لجميع حذرون,391800,1175
56,26,فأخرجنهم من جنت وعيون,391800,1664
57,26,وكنوز ومقام كريم,391800,546
58,26,كذلك وأورثنها بنى إسرءيل,391800,1903
59,26,فأتبعوهم مشرقين,391800,1304
60,26,فلما ترءا الجمعان قال أصحب موسى إنا لمدركون,391800,1698
61,26,قال كلا إن معى ربى سيهدين,391800,704
62,26,فأوحينا إلى موسى أن اضرب بعصاك البحر فانفلق فكان كل فرق كالطود العظيم,391800,3834
63,26,وأزلفنا ثم الءاخرين,391800,1608
64,26,وأنجينا موسى ومن معه أجمعين,391800,622
65,26,ثم أغرقنا الءاخرين,391800,2785
66,26,إن فى ذلك لءاية وما كان أكثرهم مؤمنين,391800,2013
67,26,وإن ربك لهو العزيز الرحيم,391800,734
68,26,واتل عليهم نبأ إبرهيم,391800,903
69,26,إذ قال لأبيه وقومه ما تعبدون,391800,1610
70,26,قالوا نعبد أصناما فنظل لها عكفين,391800,1773
71,26,قال هل يسمعونكم إذ تدعون,391800,1693
72,26,أو ينفعونكم أو يضرون,391800,1406
73,26,قالوا بل وجدنا ءاباءنا كذلك يفعلون,391800,1307
74,26,قال أفرءيتم ما كنتم تعبدون,391800,1946
75,26,أنتم وءاباؤكم الأقدمون,391800,795
76,26,فإنهم عدو لى إلا رب العلمين,391800,761
77,26,الذى خلقنى فهو يهدين,391800,1701
78,26,والذى هو يطعمنى ويسقين,391800,1183
79,26,وإذا مرضت فهو يشفين,391800,2689
80,26,والذى يميتنى ثم يحيين,391800,1895
81,26,والذى أطمع أن يغفر لى خطئتى يوم الدين,391800,3428
82,26,رب هب لى حكما وألحقنى بالصلحين,391800,744
83,26,واجعل لى لسان صدق فى الءاخرين,391800,1468
84,26,واجعلنى من ورثة جنة النعيم,391800,1230
85,26,واغفر لأبى إنه كان من الضالين,391800,2469
86,26,ولا تخزنى يوم يبعثون,391800,1798
87,26,يوم لا ينفع مال ولا بنون,391800,513
88,26,إلا من أتى الله بقلب سليم,391800,873
89,26,وأزلفت الجنة للمتقين,391800,1273
90,26,وبرزت الجحيم للغاوين,391800,1834
91,26,وقيل لهم أين ما كنتم تعبدون,391800,1365
92,26,من دون الله هل ينصرونكم أو ينتصرون,391800,1530
93,26,فكبكبوا فيها هم والغاون,391800,1366
94,26,وجنود إبليس أجمعون,391800,342
95,26,قالوا وهم فيها يختصمون,391800,1481
96,26,تالله إن كنا لفى ضلل مبين,391800,1670
97,26,إذ نسويكم برب العلمين,391800,1322
98,26,وما أضلنا إلا المجرمون,391800,1331
99,26,فما لنا من شفعين,391800,802
100,26,ولا صديق حميم,391800,339
101,26,فلو أن لنا كرة فنكون من المؤمنين,391800,991
102,26,إن فى ذلك لءاية وما كان أكثرهم مؤمنين,391800,2013
103,26,وإن ربك لهو العزيز الرحيم,391800,734
104,26,كذبت قوم نوح المرسلين,391800,1753
105,26,إذ قال لهم أخوهم نوح ألا تتقون,391800,2611
106,26,إنى لكم رسول أمين,391800,548
107,26,فاتقوا الله وأطيعون,391800,806
108,26,وما أسٔلكم عليه من أجر إن أجرى إلا على رب العلمين,391800,1447
109,26,فاتقوا الله وأطيعون,391800,806
110,26,قالوا أنؤمن لك واتبعك الأرذلون,391800,1847
111,26,قال وما علمى بما كانوا يعملون,391800,655
112,26,إن حسابهم إلا على ربى لو تشعرون,391800,1583
113,26,وما أنا بطارد المؤمنين,391800,537
114,26,إن أنا إلا نذير مبين,391800,1197
115,26,قالوا لئن لم تنته ينوح لتكونن من المرجومين,391800,2244
116,26,قال رب إن قومى كذبون,391800,1318
117,26,فافتح بينى وبينهم فتحا ونجنى ومن معى من المؤمنين,391800,1890
118,26,فأنجينه ومن معه فى الفلك المشحون,391800,1096
119,26,ثم أغرقنا بعد الباقين,391800,2162
120,26,إن فى ذلك لءاية وما كان أكثرهم مؤمنين,391800,2013
121,26,وإن ربك لهو العزيز الرحيم,391800,734
122,26,كذبت عاد المرسلين,391800,1618
123,26,إذ قال لهم أخوهم هود ألا تتقون,391800,2562
124,26,إنى لكم رسول أمين,391800,548
125,26,فاتقوا الله وأطيعون,391800,806
126,26,وما أسٔلكم عليه من أجر إن أجرى إلا على رب العلمين,391800,1447
127,26,أتبنون بكل ريع ءاية تعبثون,391800,1886
128,26,وتتخذون مصانع لعلكم تخلدون,391800,3693
129,26,وإذا بطشتم بطشتم جبارين,391800,2476
130,26,فاتقوا الله وأطيعون,391800,806
131,26,واتقوا الذى أمدكم بما تعلمون,391800,1999
132,26,أمدكم بأنعم وبنين,391800,386
133,26,وجنت وعيون,391800,601
134,26,إنى أخاف عليكم عذاب يوم عظيم,391800,2762
135,26,قالوا سواء علينا أوعظت أم لم تكن من الوعظين,391800,3482
136,26,إن هذا إلا خلق الأولين,391800,1647
137,26,وما نحن بمعذبين,391800,1029
138,26,فكذبوه فأهلكنهم إن فى ذلك لءاية وما كان أكثرهم مؤمنين,391800,3057
139,26,وإن ربك لهو العزيز الرحيم,391800,734
140,26,كذبت ثمود المرسلين,391800,2093
141,26,إذ قال لهم أخوهم صلح ألا تتقون,391800,2675
142,26,إنى لكم رسول أمين,391800,548
143,26,فاتقوا الله وأطيعون,391800,806
